epoch,accuracy,loss,val_accuracy,val_loss
0,0.040552977472543716,4.941093444824219,0.07649999856948853,4.446358680725098
1,0.08827824890613556,4.517111301422119,0.13779999315738678,3.9912781715393066
2,0.1318822056055069,4.240014553070068,0.19550000131130219,3.5800633430480957
3,0.16543294489383698,4.045658588409424,0.19380000233650208,3.603926658630371
4,0.1909210979938507,3.9006190299987793,0.24789999425411224,3.2393620014190674
5,0.22485195100307465,3.7536349296569824,0.26910001039505005,3.164358615875244
6,0.2489396631717682,3.6304707527160645,0.3206999897956848,2.8493905067443848
7,0.2736075520515442,3.521636724472046,0.3483000099658966,2.768724203109741
8,0.2929137349128723,3.4383578300476074,0.35109999775886536,2.7603213787078857
9,0.3112795948982239,3.3589305877685547,0.3804999887943268,2.6334869861602783
10,0.324233740568161,3.2972395420074463,0.37950000166893005,2.6253020763397217
11,0.340829074382782,3.232534408569336,0.4049000144004822,2.4975039958953857
12,0.35730433464050293,3.1734955310821533,0.4390000104904175,2.3486616611480713
13,0.3681478202342987,3.1171963214874268,0.42660000920295715,2.414546012878418
14,0.38010162115097046,3.0695972442626953,0.4417000114917755,2.335946559906006
15,0.3918853998184204,3.0188000202178955,0.4514999985694885,2.267991542816162
16,0.4024587869644165,2.974168300628662,0.460999995470047,2.2556686401367188
17,0.4107114374637604,2.9412031173706055,0.45489999651908875,2.242084503173828
18,0.42206504940986633,2.895742654800415,0.44909998774528503,2.296220302581787
19,0.4292573630809784,2.865835189819336,0.47909998893737793,2.139869213104248
20,0.4356994330883026,2.836552143096924,0.4860999882221222,2.116960287094116
21,0.44595271348953247,2.8017117977142334,0.4950000047683716,2.081756353378296
22,0.4522347152233124,2.771625280380249,0.503000020980835,2.049391984939575
23,0.45872679352760315,2.749086380004883,0.4864000082015991,2.126649856567383
24,0.46759963035583496,2.7181451320648193,0.5163000226020813,2.008061647415161
25,0.47296133637428284,2.6945550441741943,0.5088000297546387,2.0315608978271484
26,0.4819542169570923,2.660205602645874,0.5070000290870667,2.0366244316101074
27,0.48794615268707275,2.6350648403167725,0.5149999856948853,2.007533311843872
28,0.49349790811538696,2.6167104244232178,0.5182999968528748,2.0114188194274902
29,0.49722909927368164,2.5953261852264404,0.5385000109672546,1.9250437021255493
30,0.504041314125061,2.5719451904296875,0.5238000154495239,1.9626939296722412
31,0.5084927082061768,2.5550522804260254,0.5266000032424927,1.953909993171692
32,0.5144446492195129,2.525482177734375,0.5235999822616577,1.9874773025512695
33,0.5224571824073792,2.500114679336548,0.5418000221252441,1.9003554582595825
34,0.526978611946106,2.482558012008667,0.545799970626831,1.881355881690979
35,0.5299496054649353,2.4714934825897217,0.5455999970436096,1.8758459091186523
36,0.5359815359115601,2.4468464851379395,0.5436000227928162,1.8779104948043823
37,0.5400328040122986,2.427896738052368,0.5357999801635742,1.9317113161087036
38,0.5473751425743103,2.4084675312042236,0.5392000079154968,1.9003050327301025
39,0.5500659942626953,2.391298770904541,0.5490999817848206,1.8817218542099
40,0.5544174313545227,2.3687233924865723,0.5572999715805054,1.8205691576004028
41,0.5616997480392456,2.3500871658325195,0.5482000112533569,1.8906491994857788
42,0.5666313171386719,2.3292717933654785,0.5534999966621399,1.849783182144165
43,0.5717729926109314,2.3126537799835205,0.5626000165939331,1.8149508237838745
44,0.5761643648147583,2.295827865600586,0.5565999746322632,1.8440899848937988
45,0.578785240650177,2.2799243927001953,0.5569999814033508,1.854742407798767
46,0.5823063254356384,2.263141632080078,0.5684000253677368,1.7826123237609863
47,0.591059148311615,2.247673988342285,0.5752000212669373,1.7685927152633667
48,0.5928897261619568,2.234693765640259,0.5662999749183655,1.7951091527938843
49,0.5971210598945618,2.2147650718688965,0.5748999714851379,1.7816089391708374
50,0.6029229164123535,2.196281909942627,0.5733000040054321,1.782554268836975
51,0.6057238578796387,2.184954881668091,0.5799000263214111,1.7615951299667358
52,0.611575722694397,2.169832944869995,0.5764999985694885,1.7812488079071045
