epoch,accuracy,loss,val_accuracy,val_loss
0,0.043043773621320724,4.91593074798584,0.08460000157356262,4.357466220855713
1,0.09506042301654816,4.46824836730957,0.12690000236034393,3.996446132659912
2,0.1360035240650177,4.208494663238525,0.1965000033378601,3.61311411857605
3,0.1676836609840393,4.020323276519775,0.19179999828338623,3.6111655235290527
4,0.19698303937911987,3.8703994750976562,0.21629999577999115,3.4860870838165283
5,0.23024368286132812,3.713717222213745,0.290800005197525,3.081211805343628
6,0.26138365268707275,3.5751900672912598,0.299699991941452,2.979633092880249
7,0.28804218769073486,3.457786798477173,0.35690000653266907,2.7233288288116455
8,0.3070082366466522,3.3640334606170654,0.3747999966144562,2.6219358444213867
9,0.3277248740196228,3.279475688934326,0.40209999680519104,2.526515483856201
10,0.34477031230926514,3.2049341201782227,0.41530001163482666,2.4456958770751953
11,0.3590048849582672,3.1430857181549072,0.38449999690055847,2.619675636291504
12,0.3769606351852417,3.082261562347412,0.4214000105857849,2.402210235595703
13,0.38745397329330444,3.0226476192474365,0.451200008392334,2.287653923034668
14,0.40356913208961487,2.9687538146972656,0.460099995136261,2.246795177459717
15,0.41766366362571716,2.915536403656006,0.4498000144958496,2.2862796783447266
16,0.4273167550563812,2.8698558807373047,0.4677000045776367,2.1834380626678467
17,0.43691980838775635,2.831376314163208,0.47119998931884766,2.216907501220703
18,0.44902369379997253,2.786881685256958,0.5052000284194946,2.039261817932129
19,0.4554157257080078,2.75258469581604,0.5117999911308289,2.012110471725464
20,0.46414852142333984,2.7162439823150635,0.4885999858379364,2.138941764831543
21,0.475102037191391,2.6781511306762695,0.5113999843597412,1.995949387550354
22,0.48405489325523376,2.6466822624206543,0.5134999752044678,1.999605655670166
23,0.4886363744735718,2.626276969909668,0.5270000100135803,1.9664866924285889
24,0.4990396797657013,2.5893795490264893,0.5250999927520752,1.9716600179672241
25,0.5035911202430725,2.5673649311065674,0.529699981212616,1.9210138320922852
26,0.5128841400146484,2.5351755619049072,0.5357999801635742,1.9186246395111084
27,0.5196163058280945,2.5101077556610107,0.5429999828338623,1.8859713077545166
28,0.5234475135803223,2.487175464630127,0.5303000211715698,1.9266515970230103
29,0.5330705642700195,2.456270456314087,0.5390999913215637,1.9102275371551514
30,0.5382722616195679,2.435852289199829,0.5566999912261963,1.827542781829834
31,0.543493926525116,2.4143905639648438,0.5516999959945679,1.8491121530532837
32,0.5515565276145935,2.3845407962799072,0.5623000264167786,1.8199480772018433
33,0.5588588118553162,2.360261917114258,0.5525000095367432,1.8583623170852661
34,0.563650369644165,2.343050956726074,0.569100022315979,1.785973072052002
35,0.5668413639068604,2.3288369178771973,0.5552999973297119,1.8435771465301514
36,0.5732934474945068,2.306879758834839,0.5582000017166138,1.836502194404602
37,0.5769646167755127,2.286809206008911,0.5619000196456909,1.8283591270446777
38,0.5810359120368958,2.266115665435791,0.5692999958992004,1.7840218544006348
39,0.5888084173202515,2.245450019836426,0.5636000037193298,1.8029230833053589
40,0.5939400792121887,2.2231533527374268,0.5587000250816345,1.8553742170333862
41,0.6000620126724243,2.204726219177246,0.5687999725341797,1.7961599826812744
42,0.6043733954429626,2.189403772354126,0.5774000287055969,1.7860606908798218
43,0.609865128993988,2.1686439514160156,0.5733000040054321,1.7702288627624512
44,0.614266574382782,2.1549482345581055,0.5734000205993652,1.7776517868041992
45,0.6205585598945618,2.131333827972412,0.5716000199317932,1.7856858968734741
46,0.6216589212417603,2.1233551502227783,0.578000009059906,1.759010910987854
47,0.6287512183189392,2.108875036239624,0.5846999883651733,1.752825379371643
48,0.6304717659950256,2.0874102115631104,0.5864999890327454,1.7327158451080322
49,0.6360535621643066,2.0739736557006836,0.5873000025749207,1.7463558912277222
50,0.6393846273422241,2.0570778846740723,0.5810999870300293,1.7610927820205688
51,0.6443461775779724,2.045682191848755,0.5892000198364258,1.7410410642623901
52,0.6480173468589783,2.0316102504730225,0.5893999934196472,1.7197877168655396
53,0.6512784361839294,2.0229737758636475,0.5910000205039978,1.726848840713501
54,0.6552296876907349,2.0052332878112793,0.5893999934196472,1.7682799100875854
55,0.6585107445716858,1.9911562204360962,0.5892999768257141,1.7281216382980347
56,0.6631522178649902,1.9770129919052124,0.5896999835968018,1.7453162670135498
57,0.6680837869644165,1.9608105421066284,0.5920000076293945,1.713288426399231
58,0.6738356351852417,1.9430484771728516,0.588100016117096,1.7322355508804321
59,0.6735055446624756,1.933474063873291,0.5860999822616577,1.726132869720459
60,0.6781870126724243,1.92147696018219,0.5874000191688538,1.7559943199157715
61,0.6839988827705383,1.910617470741272,0.5896000266075134,1.7308111190795898
62,0.6831386089324951,1.9051724672317505,0.5999000072479248,1.7113391160964966
63,0.6897107362747192,1.8917080163955688,0.5989999771118164,1.73452889919281
64,0.690851092338562,1.8838262557983398,0.5892999768257141,1.7590484619140625
65,0.6929517388343811,1.871159553527832,0.5960000157356262,1.6965922117233276
66,0.6972430944442749,1.8627954721450806,0.602400004863739,1.6965187788009644
67,0.7027248740196228,1.8452725410461426,0.6039999723434448,1.702164888381958
68,0.7040053009986877,1.841022253036499,0.6039000153541565,1.691068410873413
69,0.7044154405593872,1.8320928812026978,0.6004999876022339,1.7265244722366333
70,0.7091269493103027,1.818397045135498,0.6060000061988831,1.685192584991455
71,0.7090368866920471,1.8175065517425537,0.6053000092506409,1.689822793006897
72,0.7114676833152771,1.8074015378952026,0.608299970626831,1.6777474880218506
73,0.71477872133255,1.8018325567245483,0.6043000221252441,1.6989351511001587
74,0.7194302082061768,1.7867608070373535,0.6122000217437744,1.685801386833191
75,0.7204205393791199,1.7803386449813843,0.6065999865531921,1.6785181760787964
76,0.7219409942626953,1.7791008949279785,0.6079000234603882,1.7055591344833374
77,0.7239216566085815,1.7681034803390503,0.6107000112533569,1.6803724765777588
78,0.724821925163269,1.7683206796646118,0.6092000007629395,1.6833927631378174
79,0.7283130884170532,1.757142186164856,0.6079999804496765,1.699537754058838
80,0.7291333079338074,1.752771019935608,0.6090999841690063,1.6933428049087524
81,0.7304337620735168,1.7488281726837158,0.6093999743461609,1.68660306930542
82,0.7290132641792297,1.7424503564834595,0.6122000217437744,1.6628588438034058
83,0.7338248491287231,1.7404578924179077,0.6126999855041504,1.6740520000457764
84,0.7336147427558899,1.7366329431533813,0.6075999736785889,1.6773556470870972
85,0.7360455393791199,1.731291651725769,0.6092000007629395,1.678222417831421
86,0.7365657091140747,1.7280830144882202,0.6128000020980835,1.6730871200561523
87,0.7355553507804871,1.7227493524551392,0.6146000027656555,1.6696710586547852
88,0.7371959090232849,1.7230570316314697,0.6141999959945679,1.670880913734436
89,0.7391765117645264,1.7189548015594482,0.6154000163078308,1.662952184677124
90,0.7378961443901062,1.7199409008026123,0.6151999831199646,1.661655306816101
91,0.7402468919754028,1.7219343185424805,0.616599977016449,1.6639363765716553
92,0.7387464046478271,1.7169244289398193,0.6136999726295471,1.6642225980758667
93,0.7419774532318115,1.7120392322540283,0.6158000230789185,1.661729335784912
94,0.7427176833152771,1.708611249923706,0.616100013256073,1.6608033180236816
95,0.7402268648147583,1.714104413986206,0.6151000261306763,1.6586185693740845
96,0.7427576780319214,1.7080355882644653,0.6155999898910522,1.6578161716461182
97,0.7405169606208801,1.7125027179718018,0.6157000064849854,1.6604992151260376
98,0.7402768731117249,1.7124165296554565,0.6158999800682068,1.65970778465271
99,0.7419974207878113,1.7094601392745972,0.6158999800682068,1.6590992212295532
