epoch,accuracy,loss,val_accuracy,val_loss
0,0.03241037204861641,5.021683692932129,0.0722000002861023,4.461005687713623
1,0.07970550656318665,4.5623345375061035,0.12540000677108765,4.048306941986084
2,0.1233694776892662,4.273083209991455,0.1687999963760376,3.71199369430542
3,0.1598411500453949,4.076276779174805,0.19840000569820404,3.5636465549468994
4,0.18564940989017487,3.934922695159912,0.23839999735355377,3.3072102069854736
5,0.21601912379264832,3.7859106063842773,0.26190000772476196,3.1939454078674316
6,0.24182738363742828,3.6619837284088135,0.3142000138759613,2.9658687114715576
7,0.2643245756626129,3.558797597885132,0.3246999979019165,2.8789827823638916
8,0.2843109667301178,3.4691154956817627,0.3481999933719635,2.769810199737549
9,0.3034271001815796,3.3870773315429688,0.36250001192092896,2.6923909187316895
10,0.32059258222579956,3.30507230758667,0.38600000739097595,2.5812807083129883
11,0.33787810802459717,3.24454927444458,0.3901999890804291,2.580625057220459
12,0.35264283418655396,3.181447982788086,0.4146000146865845,2.430826187133789
13,0.3646166920661926,3.1336312294006348,0.4178999960422516,2.464057207107544
14,0.3763604462146759,3.070554256439209,0.4584999978542328,2.2565720081329346
15,0.39237555861473083,3.017662763595581,0.4609000086784363,2.231700897216797
16,0.40284889936447144,2.97113037109375,0.4740000069141388,2.231776714324951
17,0.4103313088417053,2.938363790512085,0.46720001101493835,2.2084078788757324
18,0.4223051369190216,2.885326623916626,0.4684000015258789,2.20194149017334
19,0.4300276041030884,2.8527612686157227,0.49079999327659607,2.1099698543548584
20,0.44064101576805115,2.8219993114471436,0.48429998755455017,2.1319801807403564
21,0.4505641758441925,2.782158374786377,0.4941999912261963,2.1172304153442383
22,0.4578365087509155,2.7497236728668213,0.5134000182151794,1.992533802986145
23,0.4646586775779724,2.724010705947876,0.5151000022888184,2.0042521953582764
24,0.47175097465515137,2.692208766937256,0.5232999920845032,1.9600006341934204
25,0.48020365834236145,2.66001033782959,0.5275999903678894,1.963464617729187
26,0.48668575286865234,2.633300542831421,0.5200999975204468,2.0004093647003174
27,0.49535852670669556,2.6024749279022217,0.5212000012397766,1.980521321296692
28,0.5012304186820984,2.577436923980713,0.5260999798774719,1.9583207368850708
29,0.5077624917030334,2.5489630699157715,0.5389999747276306,1.9257779121398926
30,0.5139044523239136,2.5346262454986572,0.5217999815940857,2.0026943683624268
31,0.518545925617218,2.5111281871795654,0.5358999967575073,1.9130988121032715
32,0.5251080393791199,2.482252359390259,0.535099983215332,1.9343115091323853
33,0.5320802927017212,2.458416700363159,0.5415999889373779,1.8778035640716553
34,0.5377020835876465,2.437669277191162,0.5404000282287598,1.9012115001678467
35,0.5421735048294067,2.4205102920532227,0.5486999750137329,1.8684574365615845
36,0.5494458079338074,2.392609119415283,0.5496000051498413,1.8438796997070312
37,0.5521066784858704,2.37821364402771,0.5429999828338623,1.8785210847854614
38,0.5588788390159607,2.3570027351379395,0.5644000172615051,1.8062429428100586
39,0.5637603998184204,2.3374481201171875,0.5543000102043152,1.8417060375213623
40,0.5698923468589783,2.317361831665039,0.5590999722480774,1.8107084035873413
41,0.575234055519104,2.2950730323791504,0.5534999966621399,1.842459797859192
42,0.5784651041030884,2.2807273864746094,0.5519000291824341,1.8695687055587769
43,0.5832566618919373,2.2589926719665527,0.5654000043869019,1.824215292930603
44,0.5876580476760864,2.2455239295959473,0.5575000047683716,1.841748833656311
45,0.5946502685546875,2.2251901626586914,0.5644000172615051,1.8031240701675415
